Lambda,D_rot,score
10000000.0,0.0,0.9997107000000001
10000000.0,0.001,0.9937212
10000000.0,0.01,0.9870543
10000000.0,0.1,0.9724447
10000000.0,0.2,0.963345
10000000.0,1.0,0.9353986999999999
10000000.0,2.0,0.9196268
