Lambda,D_rot,score
100000.0,0.0,1.6381289834950556e-05
100000.0,0.001,2.3057101724630072e-05
100000.0,0.01,4.34665486420403e-05
100000.0,0.1,6.399081632995917e-05
100000.0,0.2,6.779402089616224e-05
100000.0,1.0,9.122557286827594e-05
100000.0,2.0,0.00011233241420570146
