Lambda,D_rot,score
1000000.0,0.0,1.0052058688839719e-05
1000000.0,0.001,2.216300608759651e-05
1000000.0,0.01,4.036783772166065e-05
1000000.0,0.1,5.2129850962393434e-05
1000000.0,0.2,6.142251122255488e-05
1000000.0,1.0,7.75431604445662e-05
1000000.0,2.0,8.831892561972551e-05
