Lambda,D_rot,score
100000.0,0.0,0.9968487
100000.0,0.001,0.9906486999999999
100000.0,0.01,0.9780293000000001
100000.0,0.1,0.9490795000000001
100000.0,0.2,0.9324474
100000.0,1.0,0.8746264
100000.0,2.0,0.8384777
