Lambda,D_rot,score
10000000.0,0.0,5.251960880765654e-06
10000000.0,0.001,2.220638835298726e-05
10000000.0,0.01,3.3897943604009054e-05
10000000.0,0.1,4.0873494498911586e-05
10000000.0,0.2,5.4088081131803086e-05
10000000.0,1.0,6.793779400196811e-05
10000000.0,2.0,8.677783214711094e-05
