Lambda,D_rot,score
1000.0,0.0,0.9681599
1000.0,0.001,0.9667514
1000.0,0.01,0.9561337
1000.0,0.1,0.9072047
1000.0,0.2,0.8776037999999999
1000.0,1.0,0.7637941
1000.0,2.0,0.6923083999999999
